lugar de interes,distancia min,estacion bici max,direccion de lugar de interes,bicis disponibles
Centro de Servicios Sociales Huerta de Villaverde,4657.779675064557,Calle Antonio López nº 129,CALLE HUERTA DE VILLAVERDE (JUNTA MUNICIPAL DISTRITO). 11,19
Centro de Servicios Sociales Infante Don Juan,249.00220929493054,Paseo de Moret nº 11,PASEO MORET 3,15
Centro de Servicios Sociales José Villarreal,139.11076624615626,Paseo de la Chopera nº 14,CALLE GUILLERMO DE OSMA 14,4
Centro de Servicios Sociales Loyola de Palacio,2558.5865516341037,Calle Sodio nº 1B,CALLE DE LA SILVINA 10 PLANTA 2ª,11
Centro de Servicios Sociales Luis Vives,1525.037214066522,Calle Gutierre de Cetina nº 77,CALLE HERMANOS GARCIA NOBLEJAS 160,6
Centro de Servicios Sociales Luz Casanova,2416.5590318021727,Calle Gutierre de Cetina nº 77,CALLE POBLADURA DEL VALLE 13,6
Centro de Servicios Sociales Marta Esquivias Tallada,207.64598973799914,Calle Galileo nº 63,CALLE PONTEVEDRA 1,13
Centro de Servicios Sociales María Zayas,156.01577876736897,Calle San Germán nº 57,CALLE SAN ENRIQUE 16,5
Centro de Servicios Sociales María de Echarri y Martínez,6395.598455403224,Calle Hacienda de Pavones nº 342,AVENIDA ENSANCHE DE VALLECAS 91 esquina C/ Fernando Chueca Goitia,18
Centro de Servicios Sociales Pablo Neruda,2017.9886589006755,Calle Hacienda de Pavones nº 342,CALLE GERARDO DIEGO 8,18
Centro de Servicios Sociales Plaza Elíptica,1342.7851072894255,Glorieta Marqués de Vadillo nº 9,CALLE ANTONIO DE LEYVA 86,5
Centro de Servicios Sociales Puerta de Toledo,90.5634361504557,Glorieta de la Puerta de Toledo nº 1,CALLE PALOMA 39,13
Centro de Servicios Sociales Ramón Pérez de Ayala,593.9468229105713,Calle Arroyo de las Pilillas nº 6,CALLE MARISMAS 24 c/v Ramón Pérez de Ayala s/n,18
Centro de Servicios Sociales Retiro,201.07927430764718,Calle Doctor Esquerdo nº 99,CALLE JOSE MARTINEZ DE VELASCO 22,20
Centro de Servicios Sociales San Diego,621.6491559600272,Calle Arroyo del Olivar nº 6,CALLE JAVIER DE MIGUEL 10 C/V A C/ CARLOS MARTíN ALVAREZ,24
Centro de Servicios Sociales San Filiberto,1244.2871377025328,Calle San Delfín nº 9,CALLE SAN FILIBERTO 7,17
Centro de Servicios Sociales San Vicente de Paul,1998.9180172049846,Calle Francos Rodríguez nº 62,CALLE BUITRAGO DEL LOZOYA 22,3
Centro de Servicios Sociales Santa Hortensia,270.8481169905,Calle Santa Hortensia nº 31,CALLE SANTA HORTENSIA 15,8
Centro de Servicios Sociales Teresa de Calcuta,6598.775106737758,Calle Gutierre de Cetina nº 77,PLAZA NAVIO 4,6
Centro de Servicios Sociales Torre Arias,3685.8506829999833,Calle Gutierre de Cetina nº 77,CALLE TORRE ARIAS 2,6
Centro de Servicios Sociales Valdebernardo,1292.5156996658147,Calle Hacienda de Pavones nº 342,CALLE LADERA DE LOS ALMENDROS 6,18
Centro de Servicios Sociales Vicente Ferrer,693.9047961264522,Calle Sinesio Delgado nº 2,CALLE MATILDE LANDA 30,12
Centro de Servicios Sociales Villa de Vallecas,2866.8289900707437,Calle Hacienda de Pavones nº 342,CALLE PE&amp;Ntilde;A VEIGA 6,18
Centro de Servicios Sociales Vista Alegre,2560.8419365163663,Paseo de la Ermita del Santo nº 48,CALLE EDUARDO MORALES 28,7
Centro de Servicios Sociales Zaida,1951.0220241325676,Calle Caramuel nº 51,CALLE ZAIDA 36,7
Centro de Turismo Plaza Mayor,85.47719476761004,Calle Mayor nº 20,PLAZA MAYOR 27,27
Centro de acogida Juan Luis Vives,5597.20377132598,Calle Hacienda de Pavones nº 342,CALLE ALCALDE JUAN DE MATA SEVILLANO 18,18
Centro de apoyo a seguridad,1246.146680538568,Avenida Complutense nº 23,CARRETERA DEHESA DE LA VILLA 1,8
Centro de atención integral a mujeres Concepción Arenal,1503.2781607867166,Glorieta Marqués de Vadillo nº 9,CALLE ANTONIA LANCHA 50 PLANTA bajo,5
Centro de atención integral contra la violencia sexual Benita Pastrana,270.1085496235492,Calle Galileo nº 63,CALLE BLASCO DE GARAY 69 Local 409,13
Centro de la Agencia para el Empleo en Retiro,260.1843553135192,Calle León Gil de Palacio nº 3,AVENIDA CIUDAD DE BARCELONA 164,10
Centro intergeneracional Río Esmeralda,1951.6001283351152,Calle Arroyo del Olivar nº 6,CALLE LAGO MARACAIBO 8,24
Centro. Unidad de Participación Ciudadana y Cooperación Público Social,143.52180950427916,Plaza de San Miguel nº 9,CALLE MAYOR 72 Junta Municipal del Distrito de Centro,14
CentroCentro,136.0013866245909,Plaza Cibeles,PLAZA CIBELES 1,21
Chamartín. Unidad de Participación Ciudadana y Cooperación Público Social,102.70551920516272,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 142 Junta Municipal del distrito de Chamartín.,4
Chamberí. Unidad de Participación Ciudadana y Cooperación Público Social,340.82517511080033,Calle Manuel Silvela nº 20,PLAZA CHAMBERI 4 Junta Municipal del Distrito de Chamberí,19
Cineteca Madrid,180.33204271348592,Calle Bolívar nº 3,PLAZA LEGAZPI 8,15
"Cita previa Testimonios de la Coordinación General de Urbanismo, Área de Gobierno de Urbanismo, Medio Ambiente y Movilidad.",4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA Baja,14
Cita previa relativa a expedientes abiertos de subvención para rehabilitación edificatoria,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA Baja,14
Ciudad Lineal. Unidad de Participación Ciudadana y Cooperación Público Social,832.2272028102101,Calle Gutierre de Cetina nº 77,CALLE HERMANOS GARCIA NOBLEJAS 16,6
Comisaría Integral del Distrito Arganzuela,239.74670114975436,Paseo de la Esperanza nº 59,PASEO CHOPERA 2,13
Comisaría Integral del Distrito Barajas,7149.644730315675,Calle Gutierre de Cetina nº 77,CALLE TRESPADERNE 16,6
Comisaría Integral del Distrito Carabanchel,5887.456617871102,Glorieta Marqués de Vadillo nº 9,AVENIDA CARABANCHEL ALTO 61,5
Comisaría Integral del Distrito Centro - Sur,94.60310975715873,Plaza del Carmen nº 1,CALLE MONTERA 16,24
Comisaría Integral del Distrito Chamartín,937.725502230006,Avenida Pío XII nº 3,CALLE COMANDANTE AZCARRAGA 4,18
Comisaría Integral del Distrito Chamberí,105.47066125255193,Calle Santa Engracia nº 168,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 8,6
Comisaría Integral del Distrito Ciudad Lineal,2043.8912595524978,Calle Hacienda de Pavones nº 342,CALLE PELOPONESO 9,18
Comisaría Integral del Distrito Fuencarral - El Pardo,920.3938491130865,Calle Pedro Rico nº 4,AVENIDA SOTO PALACIOS 7,3
Comisaría Integral del Distrito Hortaleza,2500.2591460403855,Calle Carlota O'Neill nº 32,CALLE JAVIER DEL QUINTO 2,14
Comisaría Integral del Distrito Latina,5310.951032938249,Calle Caramuel nº 51,CALLE RODRIGO DE ARANA 50,7
Comisaría Integral del Distrito Moratalaz,342.2682455606752,Calle Hacienda de Pavones nº 342,CALLE FUENTE CARRANTONA 8,18
Comisaría Integral del Distrito Puente de Vallecas,1479.6050108894594,Camino de Valderribas nº 94,CALLE PUERTO DE CARDOSO 7,21
Comisaría Integral del Distrito Retiro,194.31327506898614,Calle Cerro de la Plata nº 2,CALLE HOYUELO 7,10
Comisaría Integral del Distrito Salamanca,170.21994226011935,Calle Alejandro González nº 1,CALLE PEDRO HEREDIA 34,6
Comisaría Integral del Distrito San Blas-Canillejas,4065.532746363832,Calle Gutierre de Cetina nº 77,CALLE ESTOCOLMO 91,6
Comisaría Integral del Distrito Tetuán,1069.4444538310768,Calle Azucenas nº 1,AVENIDA ASTURIAS 68,12
Comisaría Integral del Distrito Usera,1652.1766070813396,Calle Antonio López nº 129,CALLE DOCTOR TOLOSA LATOUR 16,19
Comisaría Integral del Distrito Vicálvaro,4143.0193899312935,Calle Hacienda de Pavones nº 342,PASEO POLIDEPORTIVO 138,18
Comisaría Integral del Distrito Villa de Vallecas,3275.4256693794805,Calle Hacienda de Pavones nº 342,CALLE REAL DE ARGANDA 64,18
Comisaría Integral del Distrito Villaverde,4270.230714241209,Calle Antonio López nº 129,CARRETERA CARABANCHEL A VILLAVERDE 105 C/V a la calle de la Laguna Rodrigo,19
"Comisaría de Apoyo y Protección Mujer, Menor y Mayor. Policía Municipal",230.57319343437078,Paseo de la Esperanza nº 59,PASEO LA CHOPERA 2 PLANTA BAJA,13
Comisaría de Educación Vial,617.3050542134853,Calle Hacienda de Pavones nº 342,CALLE LUIS DE HOYOS SAINZ 49,18
Comisaría de Gestión de la Diversidad,37.40637738094172,Plaza del Cordón,CALLE SACRAMENTO 2,12
Comisaría de Medio Ambiente de Policía Municipal de Madrid,264.09814398879314,Plaza Puerta del Ángel nº 4,CALLE GANADERIA 3,17
Comisión de Vigilancia de la Contratación,80.87221362051632,Plaza del Cordón,PLAZA VILLA 4,12
Coordinación General de la Alcaldía,140.51405898174121,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 4,21
Coordinación de la red de viveros de empresas,68.89162381180131,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 1ª,4
Crematorio Nuestra Señora de la Almudena,580.1045039256812,Avenida Marqués de Corbera nº 52,AVENIDA DAROCA 96,18
Crematorio Sur,3331.439206657617,Calle San Delfín nº 9,CALLE ILDEFONSO GONZALEZ VALENCIA 2,17
Delegado de Protección de Datos,141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1,21
Departamento Sancionador,70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA BAJA,4
Departamento de Alcantarillado,140.80620275519507,Plaza Cibeles,CALLE MONTALBAN 1,21
Departamento de Apoyo a la discapacidad,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41 PLANTA Baja,4
Departamento de Asuntos Jurídicos y Personal en Centros Docentes,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Departamento de Control Acústico,47.4923266151919,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 4ª,18
Departamento de Control de Vectores,7506.302076997796,Calle Caramuel nº 51,CARRETERA BARRIO DE LA FORTUNA 33,7
Departamento de Coordinación y Enseñanzas Artísticas,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Departamento de Depuración y Río Manzanares,140.80620275519507,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 5 Palacio de Cibeles,21
Departamento de Educación Ambiental,35.83434753239354,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 4ª E,18
Departamento de Equipamientos Urbanos,47.4923266151919,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 5ª,18
Departamento de Familia,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41 PLANTA Baja,4
Departamento de Gestión Patrimonial I y II,92.361341910865,Calle Alcalá nº 49,CALLE ALCALA 45 PLANTA 6.ª,30
"Departamento de Inspección Central, Aguas de Consumo y Transporte Alimentario",3044.591227121294,Calle Carlota O'Neill nº 32,CALLE LOS EMIGRANTES 20 PLANTA 4ª,14
Departamento de Inspección de Mercamadrid,5546.326370642043,Avenida Complutense nº 23,carretera M40 salida 20 (SENTIDO SUR-NORTE) o 19A (SENTIDO NORTE-SUR) Mercamadrid 20,8
Departamento de Juventud,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Departamento de Limpieza de los Espacios Públicos,36.02538582737639,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16,18
Departamento de Prevención del Riesgo social en la Infancia y Adolescencia,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41 PLANTA Baja,4
Departamento de Protección a la Infancia y Adolescencia,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41 PLANTA Baja,4
Departamento de Recogida de Residuos,47.4923266151919,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16,18
Departamento de Recursos Hídricos,140.80620275519507,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 5 Palacio de Cibeles,21
Departamento de Recursos. Subdirección General de Régimen Jurídico,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21,14
Departamento de Salud Ambiental,442.89543102560214,Plaza del Conde de Casal nº 8,AVENIDA MEDITERRANEO 62 PLANTA 1º,6
Departamento de Seguridad Alimentaria,442.89543102560214,Plaza del Conde de Casal nº 8,AVENIDA MEDITERRANEO 62 PLANTA 2,6
Departamento de Servicios Veterinarios,7506.302076997796,Calle Caramuel nº 51,CARRETERA BARRIO DE LA FORTUNA 33,7
Departamento de Tecnologías del Tráfico,1149.978212296386,Calle Gutierre de Cetina nº 77,CALLE ALBARRACIN 33 PLANTA 3,6
Departamento de Voluntariado. Atención a Voluntarios y Entidades Sociales.,92.361341910865,Calle Alcalá nº 49,CALLE ALCALA 45,30
Departamento técnico del taxi: Base Municipal Nuestra Señora del Recuerdo,526.5861470720205,Calle Rodríguez Jaén nº 40,CALLE HIEDRA 26,11
Depósito de la Grúa. Base de Nuestra Señora del Recuerdo,523.1718801725984,Calle Rodríguez Jaén nº 40,CALLE HIEDRA 26,11
"Dirección General de Comercio, Hostelería y Consumo",68.89162381180131,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 1ª,4
Dirección General de Conservación de Vías Públicas,179.25624670686486,Plaza de Carlos Cambronero nº 2,CALLE BARCO 20 PLANTA 3 y 22,24
Dirección General de Costes y Gestión de Personal,35.83434753239354,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 3º,18
Dirección General de Deporte,114.97348336793422,Calle San Vicente Ferrer nº 64,CALLE SAN BERNARDO esquina calle Palma 68,21
Dirección General de Familia e  Infancia. Ayuntamiento de Madrid,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Dirección General de Igualdad y contra la Violencia de Género,140.98684998427183,Glorieta de la Puerta de Toledo nº 1,RONDA TOLEDO 10,13
Dirección General de Innovación,70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140,4
Dirección General de Mayores y Prevención de la Soledad No Deseada,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Dirección General de Planificación de Recursos Humanos,35.83434753239354,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 3º,18
Dirección General de Sostenibilidad y Control Ambiental,37.02367656288097,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 5,18
Dirección General de la Policía Municipal,1298.6546467783696,Plaza Puerta del Ángel nº 4,AVENIDA PRINCIPAL 6,17
Dirección General del Parque Tecnológico Valdemingómez,35.83434753239354,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 2 ALA D,18
Dispositivo de acogida de emergencia de Campaña contra el Frío Pinar de San José,7366.88618067613,Calle Caramuel nº 51,CALLE PINAR DE SAN JOSE 106,7
Dispositivo de acogida de emergencia de Campaña contra el Frío de Villa de Vallecas,2748.3174538665808,Calle Arroyo del Olivar nº 6,"CAMINO POZO DEL TIO RAIMUNDO, S/N 1",24
El Pleno del Ayuntamiento de Madrid,81.17136664436323,Plaza del Cordón,PLAZA VILLA 4,12
"Empresa Mixta de Mercados Centrales de Abastecimiento de Madrid, S.A. (MERCAMADRID)",3886.983246793848,Calle Arroyo del Olivar nº 6,AVENIDA MADRID MERCAMADRID 3 B,24
"Empresa Municipal Madrid Destino Cultura Turismo y Negocio, S.A",18.34592667767724,Calle Conde Duque nº 22,CALLE CONDE DUQUE 9 PLANTA 2,23
"Empresa Municipal de Servicios Funerarios y Cementerios de Madrid, S.A.",162.98497408735685,Calle Derechos Humanos nº 12,CALLE SALVADOR DE MADARIAGA 11,7
"Empresa Municipal de Transportes de Madrid, S.A. (EMT). Oficina Atención al Cliente",104.96626167221874,Calle Cerro de la Plata nº 2,CALLE CERRO DE LA PLATA 4,10
"Empresa Municipal de la Vivienda y Suelo de Madrid, S.A. (EMVS Madrid)",202.1460247442785,Paseo Santa María de la Cabeza nº 29,CALLE PALOS DE LA FRONTERA 13,16
Escenario Puerta del Ángel,493.52051465929117,Plaza Puerta del Ángel nº 4,PASEO EMBARCADERO 3,17
Escuela Municipal de Arte Dramático,182.7202013890478,Calle Barceló nº 7,CALLE MEJIA LEQUERICA 21,21
Escuela de Cerámica de la Moncloa,433.28236645677373,Paseo del Pintor Rosales frente al nº 38,CALLE FRANCISCO Y JACINTO ALCÁNTARA 2,23
Escuela infantil municipal Altair,5656.053381651402,Calle Caramuel nº 51,CALLE JOSE DE CADALSO 43,7
Escuela infantil municipal Amanecer,3745.7614084673132,Calle Hacienda de Pavones nº 342,CALLE TITANIO 7,18
Escuela infantil municipal Ana de Austria,3757.4467986468144,Paseo de la Castellana nº 298,CALLE ANA DE AUSTRIA 32,13
Escuela infantil municipal Cielo Azul,1502.603775091015,Calle Hacienda de Pavones nº 342,BULEVAR INDALECIO PRIETO 16,18
Escuela infantil municipal Doña Francisquita,4418.494579244969,Calle Carlota O'Neill nº 32,CALLE CAMBADOS 1,14
Escuela infantil municipal El Alba,36.92747153691134,Calle Toledo nº 181,CALLE TOLEDO 181,7
Escuela infantil municipal El Barberillo de Lavapiés,402.20208074818424,Calle Alicante nº 3,CALLE GRANITO 32,14
Escuela infantil municipal El Bosque,43.64129648160612,Paseo Santa María de la Cabeza nº 29,CALLE DELICIAS 32,16
Escuela infantil municipal El Duende,122.087600239242,Calle Espíritu Santo nº 30,CALLE PALMA 36,17
Escuela infantil municipal El Fresno,4311.713378788533,Calle Pedro Rico nº 4,CALLE MARIA CASARES 15,3
Escuela infantil municipal El Manantial,1884.9653132478422,Calle Caramuel nº 51,CALLE CARLOS FUENTES 2,7
Escuela infantil municipal Elena Fortún,2766.916219731394,Calle Pedro Rico nº 4,AVENIDA MONASTERIO DE SILOS 57,3
Escuela infantil municipal Escuelas de San Antón,55.48090832674435,Calle Hortaleza nº 63,CALLE FARMACIA 13,24
Escuela infantil municipal Fernando el Católico,147.74155175127538,Calle Fernando el Católico nº 19,CALLE FERNANDO EL CATOLICO 16,12
Escuela infantil municipal Gigantes y Cabezudos,873.6103565108193,Calle Condesa de Venadito nº 2,CALLE RAFAEL BERGAMIN 28,12
Escuela infantil municipal La Alegría de la Huerta,4318.582736706156,Calle Gutierre de Cetina nº 77,CALLE HELSINKI 2,6
Escuela infantil municipal La Ardilla,3807.835570932816,Paseo de la Castellana nº 298,CALLE PRINCIPE CARLOS (C/V PINTOR IGNACIO ZULOAGA) 1,13
Escuela infantil municipal La Bruja Avería - Lolo Rico,317.8555957518767,Calle Mesón de Paredes nº 35,CALLE RODAS 20,9
Escuela infantil municipal La Caracola,877.5757588854366,Calle Pedro Rico nº 4,CALLE BELORADO 1,3
Escuela infantil municipal La Cornisa,883.6304952229682,Calle Antonio López nº 129,CALLE CRISTO DE LA VICTORIA 23,19
Escuela infantil municipal La Corte de Faraón,1988.7062495676332,Calle Francos Rodríguez nº 62,CALLE CHANTADA 41,3
Escuela infantil municipal La Gran Vía,2672.7960539230294,Calle Carlota O'Neill nº 32,CALLE SILVANO 99,14
Escuela infantil municipal La Luna,5032.065080471251,Calle Sodio nº 1B,CALLE BENIMAMET 109,11
Escuela infantil municipal La Melonera,520.7819103748888,Calle Retama nº 5,CALLE EROS 2,16
Escuela infantil municipal La Oliva,3089.198101112385,Calle Antonio López nº 129,CALLE GAINZA 46,19
Escuela infantil municipal La Patria Chica,6529.866935204619,Calle Caramuel nº 51,CALLE PATRIMONIO DE LA HUMANIDAD 31,7
Escuela infantil municipal La Rosa del Azafrán,2161.602844647068,Calle Pedro Rico nº 4,CALLE CUEVA DE MONTESINOS 2,3
Escuela infantil municipal La Verbena de la Paloma,5263.940804618518,Calle Caramuel nº 51,CALLE FUERTE DE NAVIDAD 17,7
Escuela infantil municipal La del Manojo de Rosas,2855.1922328255523,Calle Hacienda de Pavones nº 342,CALLE RAVENA 12,18
Escuela infantil municipal La del Soto del Parral,6055.379786643879,Calle Caramuel nº 51,CALLE TROMPAS 19,7
Escuela infantil municipal Las Amapolas,4126.031650016111,Glorieta Marqués de Vadillo nº 9,CALLE OBOLO 14,5
Escuela infantil municipal Las Azaleas,733.5743322990647,Calle Gutierre de Cetina nº 77,CALLE PORTUGALETE 6,6
Escuela infantil municipal Las Golondrinas,3933.20078984648,Calle Gutierre de Cetina nº 77,CALLE JOSEFA VALCARCEL 189,6
Escuela infantil municipal Las Leandras,5471.053946706445,Calle Gutierre de Cetina nº 77,CALLE DEYANIRA 2,6
Escuela infantil municipal Las Mercedes,6906.686663495915,Calle Gutierre de Cetina nº 77,CALLE SAMANIEGO 22,6
Escuela infantil municipal Las Nubes,346.89181869482763,Calle Méndez Álvaro nº 11,CALLE ANTONIO NEBRIJA 7,4
Escuela infantil municipal Las Pléyades,6571.4671124653605,Calle Carlota O'Neill nº 32,AVENIDA SECUNDINO ZUAZO 34,14
Escuela infantil municipal Los Juncos,3358.4284288308595,Calle Hacienda de Pavones nº 342,PLAZA JUVENTUD 7,18
Escuela infantil municipal Luis Bello,142.08497620206307,Calle Suero de Quiñones nº 2,CALLE JUAN BAUTISTA DE TOLEDO 5,10
Escuela infantil municipal Molinos de Viento,2769.893666905625,Calle Hacienda de Pavones nº 342,CAMINO FUENTE DE ARRIBA 4,18
Escuela infantil municipal Muñeco de Nieve,8254.290864837943,Calle Hacienda de Pavones nº 342,CALLE ENRIQUE URQUIJO 56,18
Escuela infantil municipal Osa Menor,182.7202013890478,Calle Barceló nº 7,CALLE MEJIA LEQUERICA 21,21
Escuela infantil municipal Parque de Ingenieros,3798.9930431127045,Calle Antonio López nº 129,CALLE LA TABERNERA DEL PUERTO 26,19
Escuela infantil municipal Pensamiento,379.0166882558299,Calle Eugenio Caxes frente al nº 12,CALLE MIRASIERRA 27,20
Escuela infantil municipal Poeta Gloria Fuertes,2862.7442735224404,Calle Pedro Rico nº 4,CALLE EUNATE 6,3
Escuela infantil municipal Tarabilla,949.0645010610895,Calle Gutierre de Cetina nº 77,CALLE GANDHI 14,6
Escuela infantil municipal VeoVeo,255.29561463975725,Calle Condesa de Venadito nº 2,CALLE CONDESA DE VENADITO 3,12
Escuela municipal de música  El Capricho (Barajas),5860.810997872325,Calle Gutierre de Cetina nº 77,CALLE DE LA RAMBLA 31,6
Escuela municipal de música Almudena Cano (Arganzuela),222.57085678509742,Ronda de Atocha nº 2,PASAJE TORTOSA 4,14
Escuela municipal de música Antonio Machado (San Blas-Canillejas),2390.3201588639213,Calle Gutierre de Cetina nº 77,CALLE SAN ROMAN DEL VALLE 8,6
Escuela municipal de música Antón García Abril (Villaverde),4831.532693348284,Calle Antonio López nº 129,CALLE DOCTOR MARTIN AREVALO 2,19
Escuela municipal de música Carmelo Alonso Bernaola (Fuencarral-El Pardo),958.0697502735609,Calle Pedro Rico nº 4,AVENIDA SOTO PALACIOS 7,3
Escuela municipal de música Isaac Albéniz (Carabanchel),5618.664192534806,Glorieta Marqués de Vadillo nº 9,CALLE LONJA DE LA SEDA 4,5
Escuela municipal de música Maestro Barbieri (Usera),2345.812754767812,Calle Antonio López nº 129,CALLE CESTONA 3,19
Escuela municipal de música Manuel Vázquez Montalbán (Tetuán),295.41682763710116,Calle Francos Rodríguez nº 62,CALLE FRANCOS RODRIGUEZ 67,3
Escuela municipal de música María Rodrigo (Chamartín),391.04183108052484,Avenida del Doctor Arce nº 45,CALLE MANTUANO 51,3
Escuela municipal de música Villa de Vallecas,2885.0665261626923,Calle Hacienda de Pavones nº 342,CALLE AGUSTIN GARCIA MALLA 4,18
Escuela municipal de música de Vicálvaro,1517.371233022706,Calle Hacienda de Pavones nº 342,BULEVAR INDALECIO PRIETO 16,18
Escuela municipal de música y danza Plácido Domingo (Retiro),182.63521645028868,Calle León Gil de Palacio nº 3,CALLE TELLEZ 31,10
Escuelas Infantiles Municipales,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Espacio Abierto Quinta de los Molinos,2239.6835267475035,Calle Carlota O'Neill nº 32,CALLE JUAN IGNACIO LUCA DE TENA 20,14
"Espacio Cultural Núñez de Balboa, 40 (Salamanca)",129.3774221744736,Calle Ayala nº 44,CALLE NUÑEZ DE BALBOA 40,1
Espacio Cultural Serrería Belga,69.50475127010526,Calle Almadén nº 28,CALLE ALAMEDA 15,17
Espacio MercamadridLab,3886.983246793848,Calle Arroyo del Olivar nº 6,AVENIDA MADRID MERCAMADRID 3 B Instalado en el seno del Mercado Central de Pescados.  Ubicado en MERCAMADRID (Mercados Centrales de Abastecimiento de Madrid).,24
Espacio de Igualdad Ana Orantes. Barajas,7136.13327048434,Calle Carlota O'Neill nº 32,CALLE PLAYA DE SAN JUAN 6,14
Espacio de Igualdad Berta Cáceres. Usera,2484.9756505869923,Calle Antonio López nº 129,CALLE GRAN AVENIDA 14 bloque 422,19
Espacio de Igualdad Carme Chacón. Hortaleza,1991.7646026752172,Calle Carlota O'Neill nº 32,CALLE MATAPOZUELOS 2,14
Espacio de Igualdad Clara Campoamor. Villaverde,4275.20208366982,Calle Sodio nº 1B,CALLE MARIA MARTINEZ OVIOL 12,11
Espacio de Igualdad Elena Arnedo Soriano. Retiro,496.5266605579052,Plaza del Conde de Casal nº 8,CALLE ARREGUI Y ARUEJ 31,6
Espacio de Igualdad Emilia Pardo Bazán. Ciudad Lineal,390.22505696344865,Calle Derechos Humanos nº 12,AVENIDA BADAJOZ 60,7
Espacio de Igualdad Gloria Fuertes. Vicálvaro,3063.3892571603674,Calle Hacienda de Pavones nº 342,AVENIDA REAL 14,18
Espacio de Igualdad Hermanas Mirabal. Tetuán,278.20666061343553,Calle Doctor Santero nº 1,CALLE BRAVO MURILLO 133,2
Espacio de Igualdad Lourdes Hernández. Carabanchel,648.6660881484107,Glorieta Marqués de Vadillo nº 9,CALLE COMANDANTE FONTANES 8,5
Espacio de Igualdad Lucrecia Pérez. Fuencarral-El Pardo,1180.9241871090937,Calle Pedro Rico nº 4,CALLE MANRESA 1 B,3
Espacio de Igualdad María Moliner. Villa de Vallecas,3292.177880512926,Calle Hacienda de Pavones nº 342,CALLE HONRUBIA 4,18
Espacio de Igualdad María Zambrano. Chamberí,78.79132063647009,Calle Fernando el Católico nº 61,CALLE ANDRES MELLADO 44,17
Espacio de Igualdad María de Maeztu. Latina,2451.2386535292308,Calle Caramuel nº 51,CALLE MARCELINO CASTILLO 29,7
Espacio de Igualdad Nieves Torres. Chamartín,788.3505406044617,Avenida Pío XII nº 3,CALLE ENRIQUE JARDIEL PONCELA 8 PLANTA 2ª planta,18
Espacio de lectura Dolores Catarineu  (Moncloa-Aravaca),6232.655732871269,Avenida Complutense nº 23,CALLE CAROLI 1,8
Espacio de lectura Parque del Oeste  (Moncloa-Aravaca),253.9349826648837,Paseo del Pintor Rosales frente al nº 38,CALLE PROFESOR MARTIN ALMAGRO BASCH,23
Espacio homenaje a las víctimas del 11 de marzo,136.42221826631686,Paseo de la Infanta Isabel nº 3,INTERCAMBIADOR ATOCHA ,26
Europa Joven Madrid,35.892410958027774,Calle Santa Engracia nº 168,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 2,6
Exposición de trenes históricos en la estación de Chamartín,110.14229218202775,Paseo de la Castellana nº 216,calle AGUSTÍN DE FOXA Estación de Chamartín,5
Factoría Industrial de Vicálvaro,4020.7960485588787,Calle Hacienda de Pavones nº 342,CALLE DEHESA VIEJA 8,18
